StudentID,Student_Name,Have_Speaking_Skill?,Have_Leadership_Skill?,Average_Extracurricular_Activity_Marks,Average_Subject_Marks,Average_Group_Work_Marks,Favourite_Sports,Favourite_Hobby,Have_Presentation_Skill?,Gender,Friends,Favourite_Subject,Is_Social?,Average_Teacher_Rating_For_Group_Works
790,Gaurav Kapoor,No,Yes,66.18,76.54,59.09,"['Tennis', 'Volleyball']",Writing,No,Male,"Sunil, Kapoor, Rao",English,Yes,2.7
791,Sunil Kapoor,No,No,51.99,65.82,52.78,"['Rugby', 'Volleyball']",Writing,Yes,Female,Singh,English,Yes,5
792,Aditya Mehta,No,Yes,68.06,82.54,59.37,"['Swimming', 'Football']",Playing guitar,No,Female,Manish,Art,Yes,4.5
793,Arun Verma,No,Yes,70.06,75.03,57.83,['Basketball'],Dancing,No,Female,"Mehta, Desai",Science,No,2.7
794,Naveen Kapoor,Yes,No,71.71,78.55,70.82,"['Rugby', 'Volleyball']",Playing guitar,No,Female,"Sharma, Raj",Science,No,3.4
795,Arjun Patel,Yes,Yes,69.77,82.96,68.14,"['Cricket', 'Tennis']",Cooking,No,Male,Rahul,Science,Yes,3.6
796,Vikram Singh,No,Yes,74.44,75.89,68.36,"['Cricket', 'Football']",Gardening,No,Male,"Mehta, Verma, Desai",English,Yes,4.1
797,Arjun Raj,Yes,No,59.13,75.43,65.56,['Rugby'],Cooking,No,Male,"Verma, Mehta, Reena",English,Yes,2.7
798,Rohan Desai,Yes,No,74.05,72.39,50.95,"['Netball', 'Cricket']",Cooking,No,Female,"Kapoor, Neha",Science,Yes,3.2
799,Anil Sharma,No,No,55.88,83.42,67.38,['Basketball'],Gardening,No,Female,"Mehta, Anjali, Rana",English,Yes,4.4
800,Aman Mehta,Yes,Yes,68.51,68.67,64.87,['Netball'],Photography,No,Female,"Rohan, Anil",English,Yes,4.4
801,Rahul Gamage,No,Yes,64.14,78.32,63.47,['Football'],Playing guitar,Yes,Female,Raj,Maths,No,4.7
802,Arun Mehta,No,No,56.17,79.31,60.81,"['Rugby', 'Basketball']",Reading,No,Male,"Aakash, Desai, Neha",Science,Yes,3.6
803,Priyanka Das,No,Yes,50.02,71.68,63.27,['Tennis'],Writing,No,Male,"Singh, Manish",Art,No,5
804,Rhea Sharma,No,No,74.8,67.35,51.42,['Football'],Writing,Yes,Male,"Silva, Perera",Maths,Yes,4.2
805,Nimesh Sharma,Yes,Yes,57.26,71.68,68.75,['Swimming'],Photography,No,Female,Anjali,Art,No,4.7
806,Aman Raj,Yes,No,71.7,73.53,58.55,['Tennis'],Gardening,Yes,Male,Priya,Maths,No,4.8
807,Neha Sharma,No,No,71.77,83.83,55.21,"['Football', 'Tennis']",Reading,Yes,Male,Mehta,Maths,No,4.3
808,Amara Singh,No,No,60.92,77.12,73.82,"['Rugby', 'Volleyball']",Music,Yes,Female,"Raj, Singh",Maths,Yes,4.5
809,Kunal Kularatne,Yes,Yes,69.39,66.29,61.23,['Tennis'],Photography,No,Male,"Naveen, Kunal",Maths,No,3.6
810,Anjali Kapoor,No,Yes,57.25,80.84,60.89,['Cricket'],Reading,Yes,Male,"Singh, Patel",Maths,No,4.9
811,Kavya Silva,Yes,Yes,67.31,80.71,58.17,"['Basketball', 'Netball']",Writing,No,Female,"Kasun, Nimesh, Reena",Art,No,3
812,Naveen Kapoor,No,Yes,62.88,76.94,50.59,['Volleyball'],Gardening,Yes,Female,"Kasun, Verma, Rohan",History,Yes,4.5
813,Pooja Mehta,No,Yes,54.91,69.91,68.79,['Swimming'],Writing,No,Male,"Rajesh, Sharma, Desai",Science,No,5
814,Priyanka Kapoor,Yes,Yes,60.5,69.6,71.76,['Volleyball'],Music,No,Female,"Anushka, Kunal",History,No,4.7
815,Aditya Singh,Yes,No,57.84,75.36,60.68,"['Netball', 'Rugby']",Music,Yes,Female,"Vikram, Aman",Art,Yes,2.7
816,Manish Raj,No,No,56.16,75.95,68.1,"['Cricket', 'Basketball']",Writing,Yes,Female,Anushka,Maths,Yes,2.9
817,Shruti Perera,Yes,Yes,54.84,67.79,73.19,['Football'],Dancing,Yes,Male,"Singh, Singh, Dasun",English,No,4.4
818,Reena Mehta,No,Yes,56.4,84.46,57.66,"['Cricket', 'Football']",Music,Yes,Female,"Verma, Naveen, Silva",English,Yes,4.3
819,Sanjana Perera,No,No,67.11,66.13,52.64,['Cricket'],Photography,No,Male,Priyanka,Maths,No,3.2
820,Amara Patel,No,No,61.24,74.81,70.3,"['Rugby', 'Volleyball']",Reading,Yes,Female,Rahul,English,Yes,2.7
821,Priyanka Silva,No,No,67.32,73.99,74.98,['Basketball'],Dancing,Yes,Female,"Sharma, Amara, Kapoor",Art,No,2.6
822,Arun Sharma,Yes,Yes,74.96,77.65,54.93,"['Rugby', 'Netball']",Painting,Yes,Male,"Verma, Rajesh, Singh",History,Yes,5
823,Sejal Kaur,Yes,Yes,68.45,72.16,61.08,['Netball'],Photography,No,Male,"Rohan, Kapoor, Priyanka",Maths,No,4.6
824,Vikram Rana,No,No,68.13,76.12,73.36,['Cricket'],Gardening,No,Female,Sharma,Maths,No,2.8
825,Priya Singh,Yes,No,53.09,68.08,63.57,"['Cricket', 'Rugby']",Playing guitar,Yes,Male,"Singh, Sneha",Art,No,4.9
826,Rohit Sharma,No,No,73.23,67.26,68.98,['Tennis'],Playing guitar,Yes,Male,"Perera, Kasun, Patel",Art,Yes,4.2
827,Aman Kularatne,Yes,No,72.53,79.01,73.37,['Volleyball'],Photography,No,Female,"Raj, Vikas",History,No,3.5
828,Shreya Sharma,No,No,61.09,66.67,72.66,['Football'],Gardening,No,Male,"Singh, Nalini",Maths,Yes,4.2
829,Priyanka Singh,No,Yes,73.59,84.81,50.21,['Rugby'],Reading,No,Female,"Priya, Desai, Mehta",Maths,No,4.2
830,Sanjana Verma,No,No,63.96,65.37,63.97,['Rugby'],Reading,Yes,Male,Kapoor,Art,Yes,3.7
831,Naveen Rana,No,No,51.7,72.27,57.71,['Netball'],Photography,No,Female,Karan,English,Yes,4
832,Anil Das,Yes,Yes,58.51,73.17,52.86,['Swimming'],Writing,Yes,Female,"Anjali, Mehta, Shruti",Maths,Yes,3
833,Anil Mehta,Yes,Yes,63.1,76.28,64.87,['Netball'],Photography,Yes,Female,"Pooja, Raj, Anushka",Maths,Yes,3.6
834,Nalini Sharma,Yes,Yes,55.35,68.94,74.39,"['Volleyball', 'Rugby']",Photography,Yes,Female,"Patel, Dev",Maths,No,2.7
835,Anushka Kapoor,No,Yes,62.41,65.5,57.55,"['Rugby', 'Volleyball']",Reading,Yes,Male,"Silva, Anjali, Priyanka",Art,No,3.1
836,Ananya Raj,Yes,No,63.62,66.2,72.09,['Football'],Writing,No,Female,Sanjana,English,No,3.4
837,Nimesh Rao,No,Yes,67.17,71,62.08,['Swimming'],Photography,No,Male,Mehta,History,Yes,4.7
838,Priya Das,Yes,No,59,83.55,63.63,['Tennis'],Photography,Yes,Female,Raj,Maths,No,3
839,Nimesh Nair,No,No,73.95,83.67,70.24,['Rugby'],Writing,Yes,Male,Nimesh,Science,No,4.3
840,Shruti Kaur,No,Yes,66.35,71.14,74.58,['Swimming'],Music,No,Male,"Nair, Shruti",Art,No,2.6
841,Nimesh Gamage,No,No,52.64,83.18,52.18,"['Netball', 'Cricket']",Playing guitar,Yes,Male,"Patel, Anushka, Priya",Art,No,2.9
842,Dasun Mehta,No,Yes,72.39,71.43,67.4,['Football'],Gardening,Yes,Male,"Sanjana, Anil",Maths,Yes,4.9
843,Rohan Kapoor,Yes,No,74.63,70.02,69.61,"['Swimming', 'Football']",Dancing,No,Male,"Mehta, Kapoor",History,No,4.6
844,Rohit Raj,Yes,Yes,60.98,77.96,71.22,"['Rugby', 'Basketball']",Photography,No,Female,Das,Science,No,4.8
845,Rohit Kaur,No,No,65.61,81.18,54.38,"['Cricket', 'Basketball']",Photography,Yes,Male,"Arun, Sanjana, Desai",History,No,2.8
846,Rhea Sharma,No,Yes,73.84,75.6,73.17,"['Volleyball', 'Tennis']",Writing,No,Male,"Manish, Kaur, Sneha",Science,No,2.9
847,Riya Verma,No,Yes,71.87,84.67,57.59,['Volleyball'],Writing,Yes,Female,Raj,Maths,Yes,3.4
848,Rhea Kapoor,No,Yes,58.08,75.46,62.71,"['Netball', 'Cricket']",Gardening,Yes,Female,Patel,Maths,No,2.6
849,Aakash Sharma,Yes,Yes,66.63,73.15,53.6,['Swimming'],Cooking,No,Female,Verma,History,No,4
850,Aman Raj,Yes,No,65.69,74.94,55.08,['Tennis'],Painting,Yes,Female,"Mehta, Patel",English,No,3.2
851,Anjali Verma,Yes,Yes,64.89,83.59,60.93,['Netball'],Cooking,No,Male,"Gaurav, Nimesh, Raj",Maths,No,3.7
852,Simran Patel,No,No,72.81,83.77,72.2,['Rugby'],Playing guitar,No,Female,"Kunal, Anjali, Aditya",Maths,No,3.7
853,Manish Kapoor,Yes,Yes,66.77,75.56,61.45,['Basketball'],Dancing,No,Male,"Fernando, Patel, Singh",English,Yes,4
854,Mohit Rana,No,Yes,62.71,77.99,54.31,"['Cricket', 'Rugby']",Music,Yes,Male,Rohan,English,Yes,3.6
855,Mithun Nair,Yes,Yes,70.67,72.55,50.95,"['Rugby', 'Tennis']",Cooking,Yes,Female,"Mehta, Patel",Maths,No,4.9
856,Vikram Sharma,No,Yes,66.85,77.59,72.6,['Volleyball'],Playing guitar,No,Male,"Patel, Patel, Singh",English,Yes,2.7
857,Arun Mehta,Yes,No,52.46,78.57,63.86,"['Tennis', 'Netball']",Writing,Yes,Female,"Nalini, Rao, Priyanka",Science,No,3.2
858,Simran Sharma,Yes,Yes,70.79,84.48,62.15,['Tennis'],Music,No,Male,"Sharma, Aakash",Science,Yes,4.5
859,Priya Sharma,Yes,Yes,74.67,71.9,64.62,"['Tennis', 'Cricket']",Reading,No,Male,"Nimesh, Mehta, Fernando",Maths,Yes,4.6
860,Aman Sharma,Yes,No,66.15,73.42,55.56,"['Football', 'Cricket']",Cooking,Yes,Female,"Pooja, Rao, Mithun",English,No,3.9
861,Sejal Singh,Yes,Yes,56.34,66.84,74.54,"['Netball', 'Volleyball']",Photography,Yes,Female,"Amara, Anushka, Sneha",Maths,No,3.3
862,Simran Patel,No,No,55.32,78.16,56.35,['Tennis'],Reading,No,Male,Kavya,Science,No,4.1
863,Kavita Desai,Yes,Yes,64.15,76.45,55.76,"['Tennis', 'Volleyball']",Playing guitar,Yes,Male,"Sneha, Priyanka, Verma",History,No,2.7
864,Sneha Ariyarathna,No,Yes,74.35,69.85,68.34,['Tennis'],Reading,Yes,Male,"Singh, Gamage, Patel",Art,No,3
865,Kunal Verma,No,No,73.04,82.94,60.32,['Basketball'],Reading,No,Male,"Rana, Kunal, Amara",Art,Yes,2.8
866,Priyanka Mehta,No,Yes,55.79,70.76,62.53,['Tennis'],Reading,No,Male,"Simran, Mehta",Art,No,4.7
867,Reena Mehta,Yes,Yes,70.97,80.55,65.85,"['Tennis', 'Volleyball']",Cooking,No,Male,Raj,English,No,4.4
868,Dev Kapoor,Yes,No,74.52,83.58,68.29,"['Rugby', 'Tennis']",Painting,Yes,Female,"Dasun, Perera, Shreya",Maths,No,4.4
869,Vinay Mehta,Yes,No,57.44,68.93,57.42,"['Rugby', 'Tennis']",Painting,No,Female,Silva,Maths,Yes,3.5
870,Sunil Patel,No,Yes,74.9,76.64,64.77,"['Tennis', 'Basketball']",Playing guitar,No,Female,"Kapoor, Mehta",History,Yes,2.8
871,Kavya Ariyarathna,Yes,No,57.55,75.08,51.75,"['Basketball', 'Football']",Music,Yes,Male,"Kularatne, Karan, Sharma",Science,Yes,2.6
872,Rhea Patel,No,No,73.26,83.19,61.88,['Rugby'],Cooking,No,Male,"Arun, Rajesh, Manish",Science,Yes,4.4
873,Gaurav Desai,No,No,74.49,75.97,64.5,['Football'],Painting,Yes,Female,"Kapoor, Sharma",Science,No,5
874,Rohan Nair,Yes,No,62.52,66.07,62.49,"['Cricket', 'Volleyball']",Music,Yes,Female,"Sneha, Singh, Kapoor",Science,No,2.9
875,Naveen Desai,No,Yes,68.56,74.5,68.9,['Volleyball'],Cooking,Yes,Female,"Shreya, Priya, Kavya",Maths,Yes,2.6
876,Rohit Sharma,No,No,55.95,81.52,57.81,['Football'],Writing,Yes,Female,"Manish, Reena, Desai",Art,Yes,3
877,Naveen Sharma,Yes,Yes,71.84,77.74,68.76,"['Cricket', 'Volleyball']",Gardening,No,Female,Anil,Maths,No,4.1
878,Rajesh Rao,No,Yes,67.66,78.53,69.07,"['Football', 'Netball']",Dancing,Yes,Male,"Sunil, Arjun",History,Yes,4.7
879,Kasun Desai,No,Yes,57.72,84.16,68.7,"['Cricket', 'Basketball']",Dancing,Yes,Female,Verma,Maths,No,4.4
880,Ananya Silva,Yes,Yes,69.03,81.03,56.28,"['Swimming', 'Volleyball']",Painting,No,Female,"Kaur, Aakash, Patel",English,Yes,4.7
881,Rajesh Sharma,No,Yes,64.02,69.31,55.85,"['Basketball', 'Swimming']",Painting,No,Male,"Desai, Anushka, Das",History,Yes,4
882,Rajesh Singh,Yes,No,62.6,76.73,65.61,['Tennis'],Photography,No,Female,"Priyanka, Rhea",Maths,Yes,3.8
883,Naveen Singh,Yes,No,57.72,73.35,56.9,['Rugby'],Dancing,Yes,Male,"Arjun, Sharma",History,Yes,4
884,Rajesh Fernando,No,Yes,55.44,82.33,71.83,['Netball'],Painting,No,Male,Rao,Maths,Yes,2.9
885,Naveen Sharma,No,Yes,68.61,83.24,73.41,['Basketball'],Reading,No,Female,Patel,Art,Yes,4.9
886,Anjali Ariyarathna,No,No,70.16,76.61,74.09,"['Football', 'Volleyball']",Writing,No,Male,"Kavya, Sanjana, Singh",Maths,Yes,4.4
887,Dasun Verma,Yes,No,67.36,71.73,62.24,"['Rugby', 'Netball']",Reading,Yes,Male,"Kularatne, Anil, Singh",Art,Yes,3.7
888,Neha Kapoor,Yes,Yes,61.3,70.43,59,['Netball'],Cooking,No,Male,Vikas,English,No,4.8
889,Ananya Sharma,No,Yes,58.44,68.64,69.14,['Rugby'],Writing,Yes,Male,"Kapoor, Mithun",History,No,4.7
890,Dasun Patel,Yes,Yes,55.81,71.58,71.78,['Tennis'],Photography,No,Female,"Singh, Aditya, Dasun",Maths,No,4.2
891,Ananya Kapoor,Yes,Yes,63.99,69.75,66.38,"['Basketball', 'Netball']",Cooking,Yes,Female,"Singh, Shruti, Patel",English,Yes,2.7
892,Anjali Sharma,No,Yes,52.63,67.87,56.65,"['Basketball', 'Netball']",Gardening,Yes,Female,"Gamage, Verma",Science,No,3.3
893,Rohan Raj,Yes,Yes,56.58,74.28,64.67,['Football'],Dancing,No,Female,"Mehta, Desai",Maths,No,5
894,Naveen Mehta,No,No,64.91,83.35,74.62,"['Rugby', 'Basketball']",Dancing,Yes,Male,Patel,Maths,Yes,4.7
895,Reena Mehta,Yes,Yes,53.29,83.18,64.9,"['Swimming', 'Cricket']",Reading,No,Male,Patel,Art,No,4.2
896,Ananya Rana,Yes,No,62.64,80.46,55.53,['Cricket'],Writing,No,Female,"Singh, Riya, Mithun",Maths,No,2.6
897,Priyanka Verma,No,No,62.01,82.19,61.37,"['Swimming', 'Tennis']",Playing guitar,Yes,Male,Desai,Art,Yes,3.6
898,Naveen Kapoor,No,No,52.63,79.49,60.49,['Swimming'],Cooking,Yes,Male,"Sneha, Singh, Sharma",Science,No,4.8
899,Priya Rao,No,Yes,68.98,83.91,65.6,"['Volleyball', 'Tennis']",Photography,Yes,Female,"Singh, Patel",Science,Yes,4.6
900,Rohan Patel,Yes,No,71.64,76.99,68.63,"['Volleyball', 'Swimming']",Gardening,No,Female,Mehta,History,Yes,3.2
901,Priyanka Mehta,Yes,Yes,71.41,82.22,65.31,['Tennis'],Gardening,No,Male,"Sharma, Kunal",Maths,No,4.3
902,Rohan Verma,No,No,51.77,70.63,54.03,['Basketball'],Writing,Yes,Male,Sanjana,English,Yes,2.7
903,Sejal Raj,No,Yes,56.99,84.71,61.51,"['Football', 'Swimming']",Playing guitar,No,Female,Kunal,Science,No,3.1
904,Rohan Sharma,No,No,52.2,74.71,58.09,"['Tennis', 'Rugby']",Music,Yes,Female,"Desai, Gamage",Art,No,2.9
905,Rhea Singh,Yes,No,67.94,83.1,62.02,"['Basketball', 'Netball']",Photography,Yes,Male,Mehta,History,Yes,3
906,Shreya Patel,Yes,Yes,50.22,69.48,72.26,['Cricket'],Painting,Yes,Male,Mehta,Maths,No,4.1
907,Arjun Mehta,Yes,Yes,55.39,84.42,71.58,"['Volleyball', 'Tennis']",Writing,Yes,Female,"Desai, Sharma",English,No,3.1
908,Mithun Patel,Yes,No,72.06,83.23,67.55,"['Cricket', 'Rugby']",Music,No,Female,Sharma,English,Yes,3.1
909,Sanjana Silva,No,Yes,62.42,71.48,69.6,['Swimming'],Reading,Yes,Female,Kapoor,Maths,Yes,4.5
910,Kavita Desai,No,No,52.92,75.22,68.56,['Swimming'],Playing guitar,Yes,Male,"Arjun, Silva, Reena",English,No,2.7
911,Aditya Patel,No,Yes,68.64,69.41,72.97,['Rugby'],Reading,Yes,Female,Aakash,Maths,No,4
912,Rhea Singh,No,Yes,64.2,80.27,60.53,['Rugby'],Painting,Yes,Male,Arun,Science,No,3
913,Priya Kularatne,Yes,Yes,51.09,72.9,74.65,['Football'],Dancing,No,Male,Nair,History,No,3
914,Nalini Singh,No,Yes,54.62,83.02,68.46,"['Tennis', 'Cricket']",Writing,No,Female,"Mehta, Priyanka",Art,Yes,3.7
915,Aditya Rana,No,Yes,58.11,72.12,52.98,['Tennis'],Music,No,Female,"Fernando, Gaurav",Science,Yes,2.8
916,Sejal Sharma,No,Yes,60.08,76.55,64.4,"['Rugby', 'Swimming']",Playing guitar,Yes,Female,"Mehta, Rhea",Science,No,2.7
917,Nalini Raj,No,Yes,70.9,67.01,66.81,"['Tennis', 'Cricket']",Dancing,No,Male,"Mehta, Shruti",English,No,3.3
918,Manish Singh,No,Yes,68.5,82.37,54.23,"['Netball', 'Cricket']",Photography,No,Female,"Kapoor, Sharma, Neha",English,Yes,2.6
919,Aditya Kularatne,Yes,Yes,51.97,79.2,67.42,"['Swimming', 'Netball']",Playing guitar,No,Male,"Rahul, Aakash, Vikas",History,Yes,4.5
920,Aditya Rao,Yes,No,61.83,66.51,71.07,"['Basketball', 'Netball']",Playing guitar,Yes,Female,Vinay,English,Yes,3.1
921,Aditya Sharma,No,Yes,53.17,76.99,52.77,"['Basketball', 'Rugby']",Cooking,No,Female,"Manish, Nair",Science,Yes,5
922,Shreya Desai,Yes,No,56.78,72.73,55.37,['Basketball'],Cooking,No,Female,"Nalini, Patel, Mehta",English,No,4.2
923,Rhea Singh,Yes,No,52.36,84.92,59.67,"['Rugby', 'Swimming']",Playing guitar,No,Female,Verma,Science,Yes,4.6
924,Aman Sharma,No,Yes,52.39,75,67.77,"['Tennis', 'Basketball']",Playing guitar,No,Male,Mehta,Art,No,2.8
925,Sunil Perera,Yes,No,55.35,67.95,73.38,"['Volleyball', 'Tennis']",Photography,No,Male,"Rao, Vikas, Reena",Maths,Yes,2.9
926,Rahul Das,Yes,No,66.66,77.6,63.12,['Basketball'],Reading,Yes,Female,Sharma,English,No,2.9
927,Shruti Patel,No,Yes,70.37,80.57,54.01,"['Volleyball', 'Tennis']",Reading,Yes,Female,"Kavita, Shruti",Art,No,4.9
928,Reena Nair,Yes,No,66.66,81.83,57.55,"['Rugby', 'Cricket']",Gardening,Yes,Male,"Raj, Sharma",Art,No,2.8
929,Reena Rao,No,No,66.19,74.98,54.66,"['Swimming', 'Volleyball']",Painting,Yes,Female,"Mehta, Riya, Kunal",Maths,No,4.9
930,Vikas Kapoor,Yes,No,65.57,78.54,69.54,"['Tennis', 'Football']",Painting,Yes,Female,Priya,Art,No,3.2
931,Shreya Kapoor,Yes,Yes,66.46,71.72,54.26,['Tennis'],Playing guitar,No,Female,"Kaur, Sharma",History,Yes,2.6
932,Neha Raj,No,Yes,52.21,72.87,70.21,['Basketball'],Dancing,No,Male,Rhea,Art,Yes,3.9
933,Karan Raj,No,Yes,74.83,73.21,67.1,"['Football', 'Volleyball']",Music,No,Male,Simran,History,No,5
934,Kunal Kapoor,Yes,Yes,61.68,80.47,54.47,['Rugby'],Painting,No,Male,"Kapoor, Kapoor",English,Yes,4.6
935,Reena Mehta,Yes,No,62.4,78.24,69.77,"['Rugby', 'Tennis']",Writing,Yes,Female,Sejal,History,Yes,3.1
936,Kavita Verma,No,No,62.66,72.73,54.75,['Rugby'],Playing guitar,Yes,Female,Mohit,Science,Yes,4.6
937,Kunal Patel,No,No,65.91,80.88,59.39,"['Football', 'Rugby']",Music,No,Male,Shreya,Maths,No,3.2
938,Rahul Sharma,Yes,Yes,67.22,75.89,51.3,['Basketball'],Music,No,Male,"Singh, Anushka, Kasun",Maths,No,4.4
939,Anushka Desai,Yes,No,58.68,75.27,63.7,"['Cricket', 'Basketball']",Music,No,Male,Vikas,Science,Yes,4
940,Arjun Singh,No,Yes,61.35,73.42,69.91,"['Football', 'Swimming']",Music,Yes,Female,Verma,History,Yes,3.5
941,Aditya Kapoor,Yes,No,68.46,81.22,62.08,['Rugby'],Writing,Yes,Male,"Mehta, Neha",Art,No,4
942,Riya Sharma,No,Yes,60.62,71.73,50.54,"['Netball', 'Rugby']",Gardening,No,Male,"Silva, Vikram",Art,No,4.8
943,Anushka Mehta,Yes,Yes,58.21,84.68,73.71,['Football'],Playing guitar,Yes,Male,"Kularatne, Aakash",Science,No,4.6
944,Sanjana Gamage,No,No,50.3,84.22,61.83,"['Netball', 'Volleyball']",Reading,Yes,Male,"Aman, Das, Sejal",Art,No,3.7
945,Nimesh Singh,No,Yes,63.09,82.67,65.2,"['Swimming', 'Football']",Photography,No,Female,"Dasun, Singh",English,No,4.9
946,Kavya Kapoor,No,Yes,73.5,82.88,53.54,['Tennis'],Music,Yes,Male,"Rajesh, Vikram",Art,Yes,3
947,Sejal Desai,No,Yes,72.41,83.61,59.7,['Swimming'],Painting,Yes,Female,"Riya, Vinay, Anil",History,Yes,3
948,Rhea Patel,No,Yes,62.42,65.39,51.84,['Volleyball'],Painting,Yes,Male,"Mehta, Rahul, Dev",History,Yes,3.8
949,Anushka Verma,No,Yes,66.08,66.34,50.25,"['Netball', 'Volleyball']",Music,No,Female,"Reena, Mehta, Rohan",Art,No,3.2
950,Dasun Mehta,No,Yes,69.09,72.57,58.42,"['Volleyball', 'Rugby']",Dancing,No,Female,"Mohit, Singh, Gamage",History,Yes,3.3
951,Priyanka Silva,Yes,No,74.22,82.41,69.23,"['Tennis', 'Swimming']",Painting,No,Male,Nalini,Science,Yes,2.7
952,Pooja Mehta,Yes,Yes,72.23,66.86,61.03,['Rugby'],Painting,No,Male,"Rahul, Dasun",English,No,3
953,Nalini Mehta,No,No,51.7,72.76,70.46,"['Basketball', 'Netball']",Playing guitar,Yes,Female,"Neha, Sejal",History,Yes,3.5
954,Aditya Singh,Yes,Yes,73.35,72.84,65.87,['Football'],Photography,No,Female,"Patel, Raj, Rajesh",English,Yes,2.9
955,Naveen Rana,No,Yes,59.4,66.06,74.11,"['Tennis', 'Swimming']",Photography,Yes,Female,Anjali,Science,No,4
956,Mohit Patel,No,No,52.26,77.78,73.78,"['Volleyball', 'Swimming']",Painting,No,Male,Das,Art,No,4
957,Mithun Patel,Yes,Yes,57.38,79.91,59.27,['Swimming'],Cooking,No,Male,Kavita,Art,No,2.6
958,Anil Desai,Yes,Yes,65.27,81.07,60.91,"['Basketball', 'Rugby']",Photography,No,Male,"Raj, Mehta, Kapoor",Maths,Yes,4.2
959,Reena Patel,Yes,Yes,59.7,80.75,59.02,"['Swimming', 'Rugby']",Playing guitar,Yes,Female,"Singh, Anil",Art,Yes,3.8
960,Riya Kapoor,No,No,53.15,83.15,65.99,"['Basketball', 'Volleyball']",Playing guitar,Yes,Female,"Kapoor, Patel",English,No,3.8
961,Rajesh Sharma,Yes,No,52.57,65.42,57.86,['Tennis'],Gardening,No,Female,"Manish, Priyanka",Science,Yes,4.4
962,Sanjana Patel,Yes,No,66.24,82.84,61.95,"['Netball', 'Volleyball']",Music,No,Female,"Gamage, Anushka",Science,No,4.6
963,Dev Sharma,Yes,No,71.6,78.23,65.54,['Football'],Painting,No,Female,Amara,Art,No,3.2
964,Aman Ariyarathna,Yes,Yes,67.41,74.92,55.21,"['Volleyball', 'Football']",Dancing,Yes,Male,"Sanjana, Desai, Rahul",Science,No,3.9
965,Kavita Raj,No,Yes,50.98,69.57,68.99,['Volleyball'],Cooking,Yes,Female,"Sejal, Rao, Priya",Science,No,4.7
966,Dev Desai,No,Yes,57.27,83.22,74.78,"['Netball', 'Tennis']",Dancing,No,Female,Gaurav,Maths,Yes,4.8
967,Nalini Ariyarathna,Yes,No,69.99,78.71,74.42,"['Volleyball', 'Cricket']",Dancing,No,Male,"Anil, Raj",Science,Yes,4.3
968,Rohan Perera,Yes,No,56.92,65.35,50.54,['Netball'],Gardening,Yes,Female,Ariyarathna,Science,No,2.8
969,Kasun Raj,Yes,No,57.77,78.72,50.09,"['Tennis', 'Basketball']",Cooking,No,Female,Patel,Maths,Yes,4.8
970,Priyanka Kaur,No,Yes,70.69,67.61,58.72,"['Volleyball', 'Cricket']",Reading,Yes,Male,"Rohan, Rohit, Aman",Art,No,2.5
971,Priyanka Verma,Yes,Yes,71.83,65.68,59.46,['Football'],Reading,No,Male,"Fernando, Rhea, Singh",Maths,Yes,2.8
972,Rahul Patel,No,No,69.94,81.56,53.95,['Netball'],Music,Yes,Male,"Kapoor, Sejal, Verma",Maths,Yes,3.7
973,Aman Kapoor,No,No,72.97,67.47,55.36,"['Basketball', 'Cricket']",Photography,No,Male,"Singh, Aakash",Science,No,3.3
974,Kavita Mehta,No,No,60.53,66.87,66.2,['Cricket'],Music,No,Male,"Vikram, Rao",Art,No,3.7
975,Riya Fernando,No,No,69.25,65.15,55.57,['Football'],Music,No,Male,"Sunil, Kaur",Maths,Yes,3.1
976,Pooja Perera,No,Yes,61.2,76.92,71.39,['Basketball'],Playing guitar,Yes,Female,"Sharma, Kapoor",Maths,Yes,4.1
977,Mohit Mehta,No,Yes,73.93,75.71,58.32,"['Netball', 'Cricket']",Playing guitar,No,Female,"Perera, Patel",History,No,3.1
978,Anjali Mehta,No,Yes,59.32,76.68,58.02,"['Tennis', 'Cricket']",Reading,Yes,Male,"Verma, Das, Vinay",English,Yes,4
979,Sanjana Patel,Yes,No,62.74,84.37,57.43,['Cricket'],Reading,Yes,Female,Sharma,Science,Yes,4.5
980,Aakash Sharma,No,Yes,62.78,79.66,66.57,['Tennis'],Writing,No,Female,Mohit,English,Yes,4.2
981,Anil Patel,Yes,No,55.41,65.7,62.53,"['Football', 'Basketball']",Music,Yes,Male,Rohan,History,Yes,4.5
982,Riya Patel,Yes,No,54.39,77,61.89,"['Volleyball', 'Tennis']",Cooking,Yes,Male,"Arjun, Nimesh, Simran",History,Yes,4
983,Shruti Rao,No,Yes,63.67,67.49,53.86,"['Rugby', 'Volleyball']",Painting,Yes,Female,"Sharma, Kularatne, Sharma",English,Yes,4.2
984,Rohan Singh,No,Yes,73.14,74.38,74.82,"['Swimming', 'Basketball']",Playing guitar,No,Male,"Perera, Kapoor, Sharma",Maths,Yes,3.3
985,Vinay Singh,No,Yes,68.82,73.63,68.7,['Rugby'],Music,No,Male,"Mohit, Aditya",History,No,4.2
986,Rohan Raj,No,Yes,60.45,65.08,61.37,"['Cricket', 'Netball']",Dancing,Yes,Male,"Kunal, Priyanka, Nimesh",English,No,2.6
987,Nalini Kapoor,No,No,68.63,83.38,72.51,['Netball'],Playing guitar,Yes,Female,"Neha, Rahul",Maths,Yes,3.7
